,text,category
7251,"Josy Eisenberg comment Natasha ST PIER [nataŝa sanpjer] (naskiĝis la 10 an de februaro 1981 en , Nov Brunsviko, Kanado), estas kanada kantistino.",Rabbi
7252,Trinity the Tuck wikiPageUsesTemplate Template:Infobox person,Drag Queen
7253,Marc Schneier type Species,Rabbi
7254,Akihiro Miwa wikiPageWikiLink Yukio Mishima,Drag Queen
7255,Adin Steinsaltz wikiPageWikiLink Slonim (Hasidic dynasty),Rabbi
7256,Sasha Velour subject Category:Genderqueer people,Drag Queen
7257,Josy Eisenberg sameAs 61610772,Rabbi
7258,Josy Eisenberg sameAs 2344149844997602960001,Rabbi
7259,Alaska Thunderfuck wikiPageWikiLink Hurricane Bianca 2: From Russia with Hate,Drag Queen
7260,Josy Eisenberg sameAs Q110225451,Rabbi
7261,Mrs. Kasha Davis isPrimaryTopicOf Mrs. Kasha Davis,Drag Queen
7262,Vinegar Strokes type Person,Drag Queen
7263,Simon Greenberg subject Category:Jewish Theological Seminary of America people,Rabbi
7264,"Herbert Baumgard birthPlace Norfolk, Virginia",Rabbi
7265,Meir Simcha of Dvinsk wikiPageWikiLink Sydney,Rabbi
7266,Sahara Davenport subject Category:1984 births,Drag Queen
7267,Josy Eisenberg sameAs 15152682571423312480,Rabbi
7268,Alaska Thunderfuck wikiPageWikiLink The Rocky Horror Show,Drag Queen
7269,Alaska Thunderfuck type NaturalPerson,Drag Queen
7270,Alexis Michelle wikiPageLength 15553,Drag Queen
7271,Cynthia Lee Fontaine wikiPageWikiLink Liver cancer,Drag Queen
7272,River Medway (drag queen) wikiPageWikiLink Derby Arena,Drag Queen
7273,Josy Eisenberg comment ゲオルギー・ニコラーエヴィチ・ダネリヤ（露: Гео́ргий Никола́евич Дане́лия、1930年8月25日   2019年4月4日）は、ソ連・ロシアの映画監督。ロシア国籍のグルジア人。,Rabbi
7274,José Sarria wikiPageWikiLink RTVE,Drag Queen
7275,Menachem Froman wikiPageLength 18604,Rabbi
7276,Abraham Cohen of Zante wikiPageWikiLink Category:17th century Republic of Venice rabbis,Rabbi
7277,Vinegar Strokes wikiPageWikiLink God Shave the Queens,Drag Queen
7278,"Josy Eisenberg comment Gunnar Lundkvist, né en 1958, est un auteur de bande dessinée suédois.",Rabbi
7279,Alaska Thunderfuck type Species,Drag Queen
7280,Josy Eisenberg sameAs Q43948085,Rabbi
7281,Denise Eger abstract دينيسي إغر (بالإنجليزية: Denise Eger)‏ هي حاخامة أمريكية، ولدت في 14 مارس 1960 في بيتسبرغ في الولايات المتحدة.,Rabbi
7282,BenDeLaCreme wikiPageWikiLink Revue,Drag Queen
7283,Josy Eisenberg sameAs 4157340591909921090,Rabbi
7284,Josy Eisenberg sameAs 284620836,Rabbi
7285,Aaron Tänzer subject Category:People from Hohenems,Rabbi
7286,Coco Montrese birthPlace Miami,Drag Queen
7287,Abraham Cronbach type WikicatJewishPacifists,Rabbi
7288,Menasseh Ben Israel wikiPageWikiLink Talmud,Rabbi
7289,Nelson Glueck term 1948,Rabbi
7290,"RuPaul abstract RuPaul Andre Charles, mer känd som bara RuPaul, född 17 november 1960 i San Diego, Kalifornien, är en amerikansk skådespelare, dragqueen, fotomodell, författare, sångare, låtskrivare och programledare.",Drag Queen
7291,List of EastEnders characters (2022)  Felix Baker  1 type Q24229398,Drag Queen
7292,"Alaska Thunderfuck abstract Justin Andrew Honard (Erie, Pensilvania; 6 de marzo de 1985) conocido como Alaska Thunderfuck 5000, es una drag queen, artista, y cantante estadounidense.​ Alaska ganó notoriedad tras ser finalista en la quinta temporada de RuPaul's Drag Race. También, en el 2016, fue coronada como la ganadora de la segunda temporada de RuPaul's Drag Race: All Stars.",Drag Queen
7293,Josy Eisenberg sameAs Q1488978,Rabbi
7294,Josy Eisenberg sameAs 15152079127607111967,Rabbi
7295,Yvie Oddly wikiPageWikiLink Valentine's Day,Drag Queen
7296,Josy Eisenberg sameAs 56389836,Rabbi
7297,Chaim Potok type Wikicat20th centuryTranslators,Rabbi
7298,Moses Schorr wikiPageWikiLink Midrash,Rabbi
7299,Nina West wikiPageUsesTemplate Template:Commons category,Drag Queen
7300,Trixie Mattel wasDerivedFrom Trixie Mattel?oldid=1124975036&ns=0,Drag Queen
7301,"Monét X Change comment Monét X Change (born February 19, 1990), stage name of Kevin A. Bertin, is an American drag queen, singer, podcaster, and reality television personality. She is known for competing on the tenth season of RuPaul's Drag Race (2018), on which she placed sixth, and for winning the fourth season of RuPaul's Drag Race All Stars (2018–2019) alongside Trinity the Tuck. She returned to compete in the seventh season of RuPaul's Drag Race All Stars, an all winners season, where she placed runner up. Monét X Change released her debut EP, Unapologetically, in 2019. Later that year, she debuted her own web talk show The X Change Rate, on the BUILD Series. She is a staple for many Drag Race related domestic and international tours, such as Werq the World, A Drag Queen Christmas, and Drive 'N Drag.",Drag Queen
7302,Josy Eisenberg label Nuri as Sa’id,Rabbi
7303,Honey Davenport wikiPageWikiLink Extended play,Drag Queen
7304,Marc Schneier hypernym Rabbi,Rabbi
7305,"RuPaul abstract RuPaul Andre Charles (San Diego, California; 17 de noviembre de 1960), más conocido como RuPaul, es un drag queen, modelo, actor, cantante, compositor y presentador estadounidense. Desde 2009 ha producido y presentado el programa de telerrealidad llamado RuPaul's Drag Race por el cual recibió premios Primetime Emmy en 2016, 2017, 2018, 2019 y 2020. Es considerado la Drag Queen más exitosa en la historia de Estados Unidos. RuPaul nació y creció en California , después se mudó a Atlanta para estudiar artes escénicas. Se estableció en Nueva York donde se convirtió rápidamente en una figura popular en los clubes nocturnos. Es muy conocido entre las drag queens por su indiferencia hacia los pronombres utilizados para determinar su género, utilizando tanto él como ella: «You can call me he. You can call me she. You can call me Regis and Kathie Lee; I don't care! Just as long as you call me» (""Puedes decirme él. Puedes decirme ella. Puedes llamarme Regis y Kathie Lee. ¡No me importa! Siempre y cuando me llames"").​ RuPaul además ha hecho apariciones públicas dentro y fuera del drag. En el mundo musical, alcanzó popularidad internacional con su canción ""Supermodel (You Better Work)"" de su álbum (1993), y especialmente con ""Don't Go Breaking My Heart"", dueto con Elton John. Posteriormente grabó otras canciones a dúo con Brigitte Nielsen y Martha Wash. Además ha publicado dos libros: Lettin' It All Hang Out en 1995 y Workin' It en 2010. En 1999, RuPaul fue galardonado con el premio Vito Russo en los Premios GLAAD Media por su trabajo en la promoción de la igualdad de derechos de la comunidad LGBT. Tuvo un programa de entrevistas en 1996 llamado The RuPaul Show en la cadena VH1. Desde 2009 produce y presenta el concurso televisivo RuPaul's Drag Race; donde realiza la búsqueda de ""la próxima superestrella drag"", ha producido catorce temporadas e inspirado los programas derivados RuPaul's Drag U y RuPaul's Drag Race: All Stars, los cuales son producidos por World of Wonder para Logo.",Drag Queen
7306,Pabllo Vittar wikiPageWikiLink Lean On,Drag Queen
7307,"Josy Eisenberg comment Esquerita (* 20. November 1935 oder 1938 in Greenville, South Carolina als Steven Quincy („Eskew“) Reeder Jr.; † 23. Oktober 1986 in New York City) war ein US amerikanischer Rhythm and Blues Sänger,  Pianist und Songwriter. Esquerita wird eine wesentliche Beeinflussung des Rock ’n’ Roll Musikers Little Richard zugeschrieben.",Rabbi
7308,Adore Delano type Object100002684,Drag Queen
7309,Thorgy Thor subject Category:State University of New York at Purchase alumni,Drag Queen
7310,Boulet Brothers subject Category:21st century LGBT people,Drag Queen
7311,Joseph Wijnkoop wikiPageWikiLink Joseph Hirsch Dünner,Rabbi
7312,Richard L. Rubenstein subject Category:Philosophers of Judaism,Rabbi
7313,Josy Eisenberg sameAs 5156495242517560816,Rabbi
7314,Adin Steinsaltz wikiPageWikiLink Heresy in Judaism,Rabbi
7315,José Sarria wikiPageWikiLink Joshua Norton,Drag Queen
7316,Josy Eisenberg sameAs Q15944900,Rabbi
7317,Josy Eisenberg sameAs 314902483,Rabbi
7318,"Sasha Velour birthPlace Berkeley, California, U.S.",Drag Queen
7319,Michael Lerner (rabbi) subject Category:Jewish anti racism activists,Rabbi
7320,List of EastEnders characters (1986) subject Category:Television characters introduced in 1986,Drag Queen
7321,José Sarria wikiPageWikiLink Cruising for sex,Drag Queen
7322,Stephen Samuel Wise wikiPageUsesTemplate Template:Wikiquote,Rabbi
7323,Erickatoure Aviance wikiPageWikiLink Alaska Thunderfuck,Drag Queen
7324,Josy Eisenberg sameAs 13155224489984372872,Rabbi
7325,Gigi Goode wikiPageWikiLink Halloween,Drag Queen
7326,Susan Schnur wikiPageUsesTemplate Template:US activist stub,Rabbi
7327,Yvie Oddly wikiPageWikiLink Ehlers–Danlos syndromes,Drag Queen
7328,Jaymes Mansfield wikiPageUsesTemplate Template:Infobox person,Drag Queen
7329,RuPaul type WikicatAmericanPeople,Drag Queen
7330,Josy Eisenberg sameAs 310152636133520050002,Rabbi
7331,Soa de Muse type Person,Drag Queen
7332,Honey Davenport wikiPageWikiLink The Neon (album),Drag Queen
7333,Michael Lerner (rabbi) wikiPageWikiLink Category:Living people,Rabbi
7334,Honey Davenport wikiPageLength 138220,Drag Queen
7335,"Josy Eisenberg comment Stéphane Lavoué est un photographe portraitiste français, né à Mulhouse en 1976. Il est lauréat du Prix Niépce Gens d'images 2018.",Rabbi
7336,Dreuxilla Divine name Dreuxilla Divine,Drag Queen
7337,Josy Eisenberg sameAs Q216811,Rabbi
7338,Jasmine Masters wikiPageWikiLink The New Normal (TV series),Drag Queen
7339,List of EastEnders characters (1986) type Cognition100023271,Drag Queen
7340,Derrick Barry wikiPageWikiLink Aquaria (drag queen),Drag Queen
7341,Moses Vita Ascarelli subject Category:19th century translators,Rabbi
7342,Peter Tarlow occupation Professor,Rabbi
7343,Zvi Hirsch Kalischer wikiPageWikiLink Christianity,Rabbi
7344,Joseph Krauskopf subject Category:1858 births,Rabbi
7345,Adin Steinsaltz hypernym Teacher,Rabbi
7346,Jaida Essence Hall subject Category:Gay entertainers,Drag Queen
7347,Vinegar Strokes wikiPageWikiLink RuPaul's Drag Race UK,Drag Queen
7348,Gothy Kendoll type Q5,Drag Queen
7349,Pinchas Mordechai Teitz wikiPageWikiLink Chaim Ozer Grodzinski,Rabbi
7350,Harold Kushner wikiPageUsesTemplate Template:Cite web,Rabbi
7351,Shuga Cain wikiPageWikiLink California,Drag Queen
7352,RuPaul type Model110324560,Drag Queen
7353,Bradley Shavit Artson subject Category:Jewish Theological Seminary of America semikhah recipients,Rabbi
7354,Jimmy Kessler wikiPageWikiLink Galveston National Laboratory,Rabbi
7355,Josy Eisenberg sameAs 117049786,Rabbi
7356,Danny Rich (rabbi) occupation Danny Rich (rabbi)  PersonFunction  1,Rabbi
7357,Josy Eisenberg sameAs 305457636,Rabbi
7358,Alaska Thunderfuck wikiPageWikiLink Chad Michaels,Drag Queen
7359,Josy Eisenberg sameAs 8748153411811941700004,Rabbi
7360,Lil Miss Hot Mess occupation Drag queen,Drag Queen
7361,Peter Tarlow sameAs p395240123,Rabbi
7362,Josy Eisenberg sameAs 121591656,Rabbi
7363,Josy Eisenberg sameAs 64f365cb 1f14 40b1 8dc3 1fee11088c1e,Rabbi
7364,"Baruch Lanner subject Category:People from Elizabeth, New Jersey",Rabbi
7365,Nehorai Garmon type Q215627,Rabbi
7366,Josy Eisenberg sameAs Q28835658,Rabbi
7367,"Josy Eisenberg comment Risto Ilmari Antero Hyvärinen, född 23 april 1926 i Kuopio, död 8 mars 2018 i Esbo, var en finländsk diplomat. Hyvärinen blev student 1945, utexaminerades från Sjökrigsskolan 1948, blev politices kandidat och magister 1950, politices licentiat 1953 och politices doktor i Helsingfors 1958. Efter en militär karriär 1948–1965, under vilken han avancerade till major, gick han över till den diplomatiska banan. Som chef för utrikesministeriets politiska avdelning 1967–1972 försvarade han målmedvetet och orubbligt Finlands intressen gentemot Sovjetunionen och var för detta ändamål angelägen att installera Max Jakobson som Förenta nationernas generalsekreterare. Han tjänstgjorde senare på flera viktiga ambassadörsposter, i Belgrad 1972–1974, New Delhi 1979–1984, Peking 1984–1989 och i Budapest 198",Rabbi
7368,Adore Delano wikiPageWikiLink Category:1989 births,Drag Queen
7369,Courtney Act wikiPageWikiLink Category:Australian Idol participants,Drag Queen
7370,"Nicky Doll abstract Karl Sanchez, más conocido bajo su nombre artístico Nicky Doll, es una drag queen francesa que ejerce principalmente en Estados Unidos. Es principalmente conocida por haber participado en la duodécima temporada de RuPaul's Drag Race y ser la presentadora de Drag Race Francia, la edición francesa de la misma franquicia.​​",Drag Queen
7371,Alaska Thunderfuck wikiPageWikiLink Michelle Visage,Drag Queen
7372,Josy Eisenberg sameAs 124474624,Rabbi
7373,Moshe Feinstein wikiPageWikiLink Manhattan,Rabbi
7374,Josy Eisenberg sameAs 1022942999,Rabbi
7375,Solomon Sharfman wikiPageWikiLink Rabbi Shmuel Maybruch,Rabbi
7376,Shmuley Boteach wikiPageWikiLink Tulsi Gabbard,Rabbi
7377,Josy Eisenberg sameAs 127158146,Rabbi
7378,Josy Eisenberg sameAs 313493775,Rabbi
7379,Trinity the Tuck subject Category:LGBT people from Alabama,Drag Queen
7380,Sasha Velour wikiPageWikiLink NightGowns,Drag Queen
7381,Trinity the Tuck wikiPageExternalLink ,Drag Queen
7382,"Morton Yolkut comment Morton F. Yolkut (1943–2013) was a nationally renowned rabbi who served Jewish congregations in three American cities, Chicago, Illinois; Southfield, Michigan; and Philadelphia, Pennsylvania. He represented the American Jewish community at a meeting in 2003 with President George W. Bush and was the Jewish rabbi at the traditional Presidential Inaugural Prayer Service at Washington National Cathedral the day after President Bush's second inauguration, January 21, 2005.",Rabbi
7383,Josy Eisenberg sameAs 155404183,Rabbi
7384,Shuga Cain wikiPageWikiLink Vanessa Vanjie Mateo,Drag Queen
7385,Mitchell Fisher wikiPageWikiLink Rabbi,Rabbi
7386,Josy Eisenberg label Poppi (pittore),Rabbi
7387,"Josy Eisenberg comment За́ра Ги́ршевна (Григо́рьевна) Минц (24 июля 1927, Псков — 25 октября 1990, Бергамо, Италия) — советский литературовед, специалист по изучению творчества Александра Блока и истории русского символизма, доктор филологии, профессор Тартуского университета, автор более 200 научных трудов.",Rabbi
7388,David Weiss Halivni label Девід Вайс Галівні,Rabbi
7389,"Jonathan Hausman comment Jonathan H. Hausman (born June 19, 1957) is an American Conservative rabbi. He is the rabbi of Congregation Ahavath Torah in Stoughton, Massachusetts. Hausman grew up in the Bridgeport, Connecticut area. He holds a BA in Judaic Studies, and an MA in International Affairs focusing on the Middle East, from the George Washington University, and a JD from Emory University in addition to Rabbinic ordination from Tifereth Israel Rabbinical Yeshiva. He used to be the rabbi of Congregation Sinai of West Haven, Connecticut.",Rabbi
7390,"Bianca Del Rio abstract Roy R. Haylock (born June 27, 1975), better known by the stage name Bianca Del Rio, is an American drag queen, comedian, actor, and costume designer. She is known for winning the sixth season of RuPaul's Drag Race. Since her time on Drag Race, Del Rio has written and toured several stand up shows, including It's Jester Joke (2019), which also made her the first drag queen to headline at Wembley Arena. She has also performed as a host for various international tours, most notably Werq the World. In 2018, she published her first book, Blame It On Bianca Del Rio: The Expert On Nothing With An Opinion On Everything.",Drag Queen
7391,Sholem Ber Hecht label Sholem Ber Hecht,Rabbi
7392,Pinchas Mordechai Teitz wikiPageWikiLink Teshuvah,Rabbi
7393,"Josy Eisenberg comment Lisa Joy Nolan (New Jersey, 23 maggio 1977) è una regista, sceneggiatrice e produttrice televisiva statunitense.",Rabbi
7394,Joseph Krauskopf wikiPageUsesTemplate Template:Birth date,Rabbi
7395,Jody Cohen wikiPageWikiLink AIDS,Rabbi
7396,David J. Steiner wikiPageWikiLink Tel Aviv,Rabbi
7397,Josy Eisenberg sameAs 1239151052062233530005,Rabbi
7398,Anita Wigl'it subject Category:Living people,Drag Queen
7399,Bradley Shavit Artson wikiPageWikiLink The Jewish Journal of Greater Los Angeles,Rabbi
7400,"Josy Eisenberg comment Juan Antonio Urbeltz, né en 1940 à Pampelune, en Navarre, est un chorégraphe basque espagnol.",Rabbi
